name,market_capitalization_USD,price,country
Shore Bancshares,340000000.0,18.0,USA
HCI Group,340000000.0,40.0,USA
Rain Therapeutics,340000000.0,10.0,USA
Columbia Care,340000000.0,1.0,USA
Digital Bros,340000000.0,24.0,Italy
Comtech Telecommunications,340000000.0,12.0,USA
Mammoth Energy Services,340000000.0,7.0,USA
Postal Realty Trust,340000000.0,15.0,USA
Gladstone Capital,340000000.0,10.0,USA
Organogenesis,340000000.0,3.0,USA
Nilkamal,340000000.0,23.0,India
Argonaut Gold,340000000.0,0.0,USA
Astronics Corporation,340000000.0,11.0,USA
HBL Power Systems,340000000.0,1.0,India
GasLog Partners,340000000.0,6.0,Greece
fuboTV,340000000.0,2.0,USA
Aviat Networks,340000000.0,30.0,USA
Corby Spirit and Wine,340000000.0,12.0,Canada
Orient Cement,340000000.0,2.0,India
McEwen Mining,340000000.0,7.0,Canada
Village Super Market,340000000.0,23.0,USA
Inspired Entertainment,330000000.0,13.0,USA
Belpointe OZ,330000000.0,96.0,USA
T’way Air,330000000.0,2.0,S. Korea
Mirza International,330000000.0,3.0,India
Jumia,330000000.0,3.0,Germany
Sanara MedTech,330000000.0,41.0,USA
Marathon Gold,330000000.0,1.0,Canada
Hersha Hospitality Trust,330000000.0,8.0,USA
Devolver Digital,330000000.0,1.0,USA
Stoke Therapeutics,330000000.0,9.0,USA
Torrid,330000000.0,3.0,USA
NVE Corporation,330000000.0,69.0,USA
Northwest Pipe Company,330000000.0,34.0,USA
Arlo Technologies,330000000.0,4.0,USA
City Office REIT,330000000.0,8.0,Canada
Gannett,330000000.0,2.0,USA
Ooma,330000000.0,13.0,USA
Traeger,330000000.0,3.0,USA
Home Bancorp,330000000.0,40.0,USA
Atara Biotherapeutics,330000000.0,4.0,USA
Bushiroad,330000000.0,5.0,Japan
Black Rifle Coffee (BRC),330000000.0,6.0,USA
Rani Therapeutics,320000000.0,7.0,USA
Quotient Technology,320000000.0,3.0,USA
C4 Therapeutics,320000000.0,7.0,USA
Telos,320000000.0,5.0,USA
ACNB Corporation,320000000.0,39.0,USA
Pizza Pizza,320000000.0,10.0,Canada
First Bancorp,320000000.0,30.0,USA
Vasta Platform,320000000.0,4.0,Brazil
Diana Shipping,320000000.0,4.0,Greece
Cosmo Films,320000000.0,12.0,India
Gabriel India,320000000.0,2.0,India
SkyWater Technology,320000000.0,8.0,USA
American Battery Technology Company,320000000.0,1.0,USA
11 bit studios,320000000.0,137.0,Poland
Velocity Financial,320000000.0,10.0,USA
NextNav,320000000.0,3.0,USA
Soft-World International,320000000.0,3.0,Taiwan
ReneSola,320000000.0,5.0,USA
Voltamp Transformers,320000000.0,32.0,India
Sierra Bancorp,320000000.0,21.0,USA
AFC Gamma,320000000.0,16.0,USA
Luna Innovations,320000000.0,10.0,USA
Happinet,320000000.0,15.0,Japan
MeiraGTx,310000000.0,7.0,USA
NeoGames,310000000.0,12.0,Israel
Saratoga Investment,310000000.0,27.0,USA
Hallador Energy Company,310000000.0,10.0,USA
Summit Financial Group,310000000.0,25.0,USA
Sudarshan Chemical,310000000.0,5.0,India
Amplify Energy,310000000.0,8.0,USA
Centessa Pharmaceuticals,310000000.0,3.0,UK
Remedy Entertainment,310000000.0,23.0,Finland
Weight Watchers,310000000.0,4.0,USA
Red Violet,310000000.0,23.0,USA
Miller Industries,310000000.0,27.0,USA
Phathom Pharmaceuticals,310000000.0,8.0,USA
Cerberus Cyber Sentinel,310000000.0,2.0,USA
Clarus,310000000.0,8.0,USA
Gritstone bio,310000000.0,4.0,USA
COMPASS Pathways,310000000.0,7.0,UK
Autolus Therapeutics,310000000.0,2.0,UK
Northeast Bank,310000000.0,42.0,USA
Arctic Paper,310000000.0,4.0,Poland
Satellogic,310000000.0,3.0,USA
The Pennant Group,310000000.0,10.0,USA
OneConnect,310000000.0,7.0,China
Northrim BanCorp,300000000.0,55.0,USA
Grindrod Shipping,300000000.0,16.0,Singapore
BioAtla,300000000.0,8.0,USA
DBV Technologies,300000000.0,2.0,France
Casa Systems,300000000.0,3.0,USA
Qiwi,300000000.0,5.0,Cyprus
Forge Global,300000000.0,2.0,USA
BCB Bancorp,300000000.0,18.0,USA
Trean Insurance Group,300000000.0,6.0,USA
Marvelous,300000000.0,5.0,Japan
WhiteHorse Finance,300000000.0,13.0,USA
Gran Tierra Energy,300000000.0,1.0,Canada
Sterling Bancorp,300000000.0,6.0,USA
Loop Media,300000000.0,5.0,USA
Aadi Bioscience,300000000.0,12.0,USA
Focus Entertainment,300000000.0,48.0,France
Jaypee Group,300000000.0,0.0,India
Greenlight Reinsurance,300000000.0,9.0,Cayman Islands
First Business Financial Services,300000000.0,36.0,USA
eGain,300000000.0,9.0,USA
Kyokuyo,300000000.0,28.0,Japan
Atai Life Sciences,300000000.0,2.0,Germany
ASA Gold and Precious Metals,300000000.0,16.0,USA
Bakhu Holdings,300000000.0,1.0,USA
Generation Bio,300000000.0,5.0,USA
PetIQ,300000000.0,10.0,USA
Granite Point Mortgage Trust,290000000.0,6.0,USA
Silicom,290000000.0,45.0,Israel
Oyster Point Pharma,290000000.0,11.0,USA
Heron Therapeutics,290000000.0,3.0,USA
Zevia,290000000.0,5.0,USA
PTC India,290000000.0,1.0,India
Green Plains Partners,290000000.0,13.0,USA
Astra Microwave,290000000.0,3.0,India
Viemed Healthcare,290000000.0,8.0,USA
The Restaurant Group plc,290000000.0,0.0,UK
Aeroporto G. Marconi Bologna,290000000.0,8.0,Italy
Karat Packaging,290000000.0,15.0,USA
Gatos Silver,290000000.0,4.0,USA
Investors Title Company,290000000.0,156.0,USA
The Original BARK Company,290000000.0,2.0,USA
Gravity Co.,290000000.0,42.0,S. Korea
MBM Resources,290000000.0,1.0,Malaysia
Ashoka Buildcon,290000000.0,1.0,India
Wheels Up,290000000.0,1.0,USA
PCSB Financial,290000000.0,19.0,USA
Richardson Electronics,290000000.0,21.0,USA
Siyaram Silk Mills,290000000.0,6.0,India
Pulmonx,290000000.0,8.0,USA
Tidewater Renewables,290000000.0,8.0,Canada
Clipper Realty,290000000.0,7.0,USA
Azure Power,290000000.0,5.0,India
Cue Health,280000000.0,2.0,USA
Media and Games Invest,280000000.0,2.0,Malta
eMudhra,280000000.0,4.0,India
Forum Energy Technologies,280000000.0,28.0,USA
Aurora Cannabis,280000000.0,1.0,Canada
Seer,280000000.0,5.0,USA
Qudian,280000000.0,1.0,China
MVB Financial,280000000.0,23.0,USA
Western Copper and Gold,280000000.0,2.0,Canada
Weave Communications,280000000.0,4.0,USA
Franklin Street Properties,280000000.0,3.0,USA
Transphorm,280000000.0,5.0,USA
Ethos Watches,280000000.0,12.0,India
Regional Management,280000000.0,30.0,USA
LumiraDx,280000000.0,1.0,UK
Ocugen,280000000.0,1.0,USA
Ocular Therapeutix,280000000.0,4.0,USA
Marksans Pharma,280000000.0,1.0,India
LendingTree,280000000.0,22.0,USA
Burning Rock Biotech,280000000.0,3.0,China
Nkarta,280000000.0,6.0,USA
Kinnate Biopharma,280000000.0,6.0,USA
NI Holdings,280000000.0,13.0,USA
Timberland Bancorp,280000000.0,34.0,USA
Unity Bancorp,280000000.0,27.0,USA
India Glycols,280000000.0,9.0,India
Sonder Holdings,270000000.0,1.0,USA
Lands' End,270000000.0,8.0,USA
Aeva Technologies,270000000.0,1.0,USA
People Can Fly,270000000.0,9.0,Poland
ADC Therapeutics,270000000.0,4.0,Switzerland
SpiceJet,270000000.0,0.0,India
Park Aerospace,270000000.0,13.0,USA
Rubicon Technologies,270000000.0,2.0,USA
Fire Rock,270000000.0,0.0,China
Neuland Laboratories,270000000.0,21.0,India
Electrosteel Castings,270000000.0,0.0,India
SRA Holdings,270000000.0,22.0,Japan
FriendTimes,270000000.0,0.0,China
Arvind,270000000.0,1.0,India
Rupa Company,270000000.0,3.0,India
The Honest Company,270000000.0,3.0,USA
J.Jill,270000000.0,27.0,USA
Prime Focus,270000000.0,1.0,India
Ur Energy,270000000.0,1.0,USA
NACCO Industries,270000000.0,37.0,USA
Foghorn Therapeutics,270000000.0,6.0,USA
Sify,270000000.0,1.0,India
Air Busan,270000000.0,2.0,S. Korea
Ranger Energy Services,270000000.0,11.0,USA
PolyMet,260000000.0,3.0,Canada
Voyager Therapeutics,260000000.0,7.0,USA
Innate Pharma,260000000.0,3.0,France
Performant Financial,260000000.0,4.0,USA
Outlook Therapeutics,260000000.0,1.0,USA
Genie Energy,260000000.0,10.0,USA
Daseke,260000000.0,6.0,USA
Tillys,260000000.0,9.0,USA
Confidence Petroleum,260000000.0,1.0,India
Chicago Atlantic Real Estate Finance,260000000.0,15.0,USA
Hovnanian Enterprises,260000000.0,45.0,USA
Full House Resorts,260000000.0,8.0,USA
LiveVox,260000000.0,3.0,USA
Honda Siel Power Products,260000000.0,26.0,India
Dakota Gold,260000000.0,4.0,USA
G1 Therapeutics,260000000.0,5.0,USA
Sequent Scientific,260000000.0,1.0,India
Workhorse Group,260000000.0,2.0,USA
Nouveau Monde Graphite,260000000.0,5.0,Canada
F45 Training,260000000.0,3.0,USA
Holley,260000000.0,2.0,USA
Overseas Shipholding Group,260000000.0,3.0,USA
enCore Energy,260000000.0,2.0,Canada
Noodles & Company,260000000.0,6.0,USA
DHI Group,260000000.0,5.0,USA
Kimball International,260000000.0,7.0,USA
Addiko Bank,250000000.0,13.0,Austria
First Western Financial,250000000.0,27.0,USA
Landec,250000000.0,9.0,USA
Stellus Capital,250000000.0,13.0,USA
Lesaka Technologies,250000000.0,4.0,South Africa
GigaCloud Technology,250000000.0,6.0,China
SKYX Platforms,250000000.0,3.0,USA
OrganiGram Holdings,250000000.0,1.0,Canada
First Guaranty Bancshares,250000000.0,24.0,USA
Tactile Medical,250000000.0,13.0,USA
Somany Ceramics,250000000.0,6.0,India
Puravankara,250000000.0,1.0,India
Eastman Kodak Company,250000000.0,3.0,USA
Nacon,250000000.0,3.0,France
tinyBuild,250000000.0,1.0,USA
Time Technoplast,250000000.0,1.0,India
GrowGeneration,250000000.0,4.0,USA
ProQR,250000000.0,4.0,Netherlands
Accelya,250000000.0,17.0,India
RattanIndia Power,250000000.0,0.0,India
Gulf Oil Lubricants,250000000.0,5.0,India
American Public Education,250000000.0,13.0,USA
Aenza,250000000.0,3.0,Peru
XOMA,250000000.0,22.0,USA
Pure Cycle (water),250000000.0,11.0,USA
Third Coast Bancshares,250000000.0,19.0,USA
Groupon,250000000.0,8.0,USA
Eargo,250000000.0,1.0,USA
LianBio,250000000.0,2.0,USA
Radiant Logistics,250000000.0,5.0,USA
Jagran Prakashan,250000000.0,1.0,India
Actinium Pharmaceuticals,250000000.0,10.0,USA
Upland Software,250000000.0,8.0,USA
HireQuest,250000000.0,17.0,USA
Enad Global 7,250000000.0,3.0,Sweden
Gati,250000000.0,2.0,India
Uranium Royalty,250000000.0,2.0,Canada
Kaltura,250000000.0,2.0,USA
MSTC Limited,250000000.0,4.0,India
Alpine Income Property Trust,250000000.0,19.0,USA
Zengame Technology,240000000.0,0.0,China
VA Tech Wabag,240000000.0,4.0,India
Homeland Interactive Technology,240000000.0,0.0,China
Betterware de Mexico,240000000.0,7.0,Mexico
Focus Universal,240000000.0,6.0,USA
TransGlobe Energy,240000000.0,4.0,Canada
Solo Brands,240000000.0,4.0,USA
Parke Bancorp,240000000.0,21.0,USA
Oil-Dri Corporation Of America,240000000.0,35.0,USA
Cantabil Retail India,240000000.0,15.0,India
Orrstown Financial Services,240000000.0,23.0,USA
Fabasoft,240000000.0,22.0,Austria
Sundaram Finance,240000000.0,1.0,India
BayCom (United Business Bank),240000000.0,19.0,USA
Central Valley Community Bancorp,240000000.0,21.0,USA
Immersion Corporation,240000000.0,8.0,USA
Blade Air Mobility,240000000.0,3.0,USA
SEACOR Marine,240000000.0,9.0,USA
Motorcar Parts of America,240000000.0,13.0,USA
Subros,240000000.0,4.0,India
Southern States Bancshares,240000000.0,28.0,USA
Apollo Pipes,240000000.0,6.0,India
Ocwen,240000000.0,32.0,USA
Vadilal Industries,240000000.0,34.0,India
Hindustan Sanitaryware & Industries,240000000.0,4.0,India
Willdan Group,240000000.0,18.0,USA
Vuzix,240000000.0,4.0,USA
Hyderabad Industries Limited,240000000.0,32.0,India
Vicarious Surgical,240000000.0,2.0,USA
Acrivon Therapeutics,240000000.0,12.0,USA
Bank7,240000000.0,27.0,USA
Ponce Financial Group,240000000.0,10.0,USA
Backblaze,240000000.0,7.0,USA
MM Forgings,240000000.0,10.0,India
Aytu BioScience,240000000.0,4.0,USA
Quantum-Si,240000000.0,2.0,USA
Force Motors,240000000.0,18.0,India
Asiasoft,230000000.0,0.0,Thailand
TrueCar,230000000.0,3.0,USA
Quad,230000000.0,5.0,USA
Markforged,230000000.0,1.0,USA
Skillsoft,230000000.0,1.0,USA
NACL Industries,230000000.0,1.0,India
Vst Tillers Tractors,230000000.0,28.0,India
Cian,230000000.0,3.0,Russia
Emerald Holding,230000000.0,4.0,USA
Urban One,230000000.0,5.0,USA
The Container Store,230000000.0,5.0,USA
IsoEnergy,230000000.0,2.0,Canada
Commercial Vehicle Group (CVG),230000000.0,7.0,USA
Cognyte Software,230000000.0,3.0,Israel
Humacyte,230000000.0,2.0,USA
Eurobio Scientific,230000000.0,21.0,France
Atlas Technical Consultants,230000000.0,6.0,USA
Information Services Group,230000000.0,5.0,USA
Rent the Runway,230000000.0,4.0,USA
Molecular Partners,230000000.0,6.0,Switzerland
Brightcove,230000000.0,6.0,USA
Jain Irrigation Systems,230000000.0,0.0,India
908 Devices,230000000.0,7.0,USA
AirSculpt Technologies,230000000.0,4.0,USA
ZimVie,230000000.0,9.0,USA
Alpha Tau Medical,230000000.0,3.0,Israel
Filatex India,230000000.0,1.0,India
TELA Bio,230000000.0,12.0,USA
Marinus Pharmaceuticals,230000000.0,5.0,USA
Homepoint,220000000.0,2.0,USA
Semler Scientific,220000000.0,34.0,USA
Zomedica Pharmaceuticals,220000000.0,0.0,USA
First Internet Bancorp,220000000.0,25.0,USA
AMMO,220000000.0,2.0,USA
Territorial Bancorp,220000000.0,25.0,USA
Annexon,220000000.0,5.0,USA
Rallybio,220000000.0,6.0,USA
HF Foods Group,220000000.0,4.0,USA
Texmaco Rail & Engineering,220000000.0,1.0,India
Codorus Valley Bancorp,220000000.0,24.0,USA
Maruzen,220000000.0,14.0,Japan
Prenetics,220000000.0,2.0,Hong Kong
Nerdy,220000000.0,2.0,USA
Absci,220000000.0,2.0,USA
Vidhi Specialty Food,220000000.0,4.0,India
Lineage Cell Therapeutics,220000000.0,1.0,USA
Consolidated Water,220000000.0,15.0,Cayman Islands
ORIC Pharmaceuticals,220000000.0,6.0,USA
Weyco Group,220000000.0,23.0,USA
TMC the metals company,220000000.0,1.0,Canada
Caesarstone,220000000.0,6.0,Israel
Ten Square Games,220000000.0,30.0,Poland
Akatsuki Inc,220000000.0,16.0,Japan
Community Financial Corporation,220000000.0,39.0,USA
CompX International,220000000.0,18.0,USA
Nautilus Biotechnology,220000000.0,2.0,USA
Absa Bank,220000000.0,49.0,South Africa
RGC Resources,220000000.0,23.0,USA
Alto Ingredients,220000000.0,3.0,USA
Gallantt Ispat,220000000.0,1.0,India
Century Casinos,220000000.0,7.0,USA
Arbe Robotics,220000000.0,4.0,Israel
Appen,220000000.0,2.0,Australia
GEOX,220000000.0,1.0,Italy
Bankwell Financial Group,220000000.0,29.0,USA
Prelude Therapeutics,220000000.0,5.0,USA
Troops,220000000.0,2.0,Hong Kong
Alembic Limited,220000000.0,1.0,India
Limoneira,210000000.0,12.0,USA
Vaxxinity,210000000.0,2.0,USA
Hooker Furniture,210000000.0,19.0,USA
Middlefield Banc,210000000.0,28.0,USA
Skillz,210000000.0,1.0,USA
Greenhill,210000000.0,12.0,USA
Landsea Homes,210000000.0,5.0,USA
Hindustan Oil Exploration Company,210000000.0,2.0,India
scPharmaceuticals,210000000.0,6.0,USA
CARE's Ratings,210000000.0,7.0,India
Nordic Paper,210000000.0,3.0,Sweden
Vizsla Silver,210000000.0,1.0,Canada
Rigel Pharmaceuticals,210000000.0,1.0,USA
Voxx International,210000000.0,9.0,USA
ESSA Bancorp,210000000.0,21.0,USA
Plumas Bancorp,210000000.0,37.0,USA
Investar Holding,210000000.0,22.0,USA
EMX Royalty,210000000.0,2.0,Canada
Ames National Corp.,210000000.0,24.0,USA
Acumen Pharmaceuticals,210000000.0,5.0,USA
Portman Ridge,210000000.0,22.0,USA
Sanghi Industries,210000000.0,1.0,India
Conn's,210000000.0,9.0,USA
Babylon Holdings,210000000.0,9.0,UK
gumi,210000000.0,7.0,Japan
Shalby,210000000.0,2.0,India
The Joint Corp.,210000000.0,15.0,USA
Western New England Bancorp,210000000.0,10.0,USA
SoundHound AI,210000000.0,1.0,USA
Evans Bancorp,210000000.0,38.0,USA
Tide Water Oil,210000000.0,12.0,India
AXT Inc,210000000.0,5.0,USA
Assertio Therapeutics,210000000.0,4.0,USA
Ellomay Capital,210000000.0,16.0,Israel
Matrix Service,210000000.0,8.0,USA
BlackSky Technology,200000000.0,2.0,USA
Méliuz,200000000.0,0.0,Brazil
Federal-Mogul Goetze,200000000.0,4.0,India
Duluth Holdings,200000000.0,6.0,USA
Y-mAbs Therapeutics,200000000.0,5.0,USA
Greenply,200000000.0,2.0,India
Gossamer Bio,200000000.0,2.0,USA
FuRyu,200000000.0,8.0,Japan
Innovid,200000000.0,2.0,USA
UBM Development,200000000.0,28.0,Austria
Tupperware Brands,200000000.0,5.0,USA
VersaBank,200000000.0,8.0,Canada
Rocky Brands,200000000.0,28.0,USA
The ONE Group Hospitality,200000000.0,6.0,USA
Fiesta Restaurant Group,200000000.0,8.0,USA
1stdibs.Com,200000000.0,5.0,USA
Cato Fashion,200000000.0,10.0,USA
Kamada,200000000.0,5.0,Israel
C&F Financial Corporation,200000000.0,59.0,USA
LCNB,200000000.0,18.0,USA
Lordstown Motors,200000000.0,1.0,USA
Kandi Technologies Group,200000000.0,3.0,China
Big 5 Sporting Goods,200000000.0,9.0,USA
Tamil Nadu Newsprint and Papers Limited,200000000.0,3.0,India
Asure Software,200000000.0,10.0,USA
MainStreet Bancshares,190000000.0,27.0,USA
Planet13,190000000.0,1.0,USA
Quipt Home Medical,190000000.0,6.0,USA
Savara Pharmaceuticals,190000000.0,2.0,USA
AgileThought,190000000.0,4.0,USA
AN2 Therapeutics,190000000.0,10.0,USA
Terran Orbital,190000000.0,1.0,USA
KVH Industries,190000000.0,10.0,USA
Alpine Summit Energy Partners,190000000.0,5.0,USA
Fathom Digital Manufacturing,190000000.0,1.0,USA
Thorne HealthTech,190000000.0,4.0,USA
Accuray,190000000.0,2.0,USA
Rite Aid,190000000.0,3.0,USA
So-Young International,190000000.0,2.0,China
22nd Century Group,190000000.0,1.0,USA
Cepton,190000000.0,1.0,USA
Hill International,190000000.0,3.0,USA
Cooper Standard,190000000.0,11.0,USA
"PLAID,Inc.",190000000.0,5.0,Japan
Southern Petrochemical Industries Corp,190000000.0,1.0,India
Faraday Future,190000000.0,0.0,USA
Penns Woods Bancorp,190000000.0,27.0,USA
PlayAGS,190000000.0,5.0,USA
Kingsway Financial Services,190000000.0,8.0,Canada
I.g. Petrochemicals,190000000.0,6.0,India
Maiden Holdings,190000000.0,2.0,Bermuda
Kamux,190000000.0,5.0,Finland
Limestone Bancorp,190000000.0,25.0,USA
Virginia National Bankshares,190000000.0,36.0,USA
Jakks Pacific,190000000.0,20.0,USA
Aptech,190000000.0,5.0,India
Cipher Mining,190000000.0,1.0,USA
Kingfa Science & Technology,190000000.0,16.0,India
Cormedix,190000000.0,5.0,USA
Dhampur Sugar Mills,180000000.0,3.0,India
GTPL Hathway,180000000.0,2.0,India
UroGen Pharma,180000000.0,8.0,USA
InfuSystem,180000000.0,9.0,USA
Vintage Wine Estates,180000000.0,3.0,USA
Lumax Industries,180000000.0,20.0,India
WM Technology,180000000.0,1.0,USA
Digital Domain,180000000.0,0.0,Hong Kong
Selecta Biosciences,180000000.0,1.0,USA
Mahanagar Telephone Nigam,180000000.0,0.0,India
Bank of Innovation,180000000.0,47.0,Japan
Velodyne Lidar,180000000.0,1.0,USA
Nelco,180000000.0,8.0,India
"View, Inc.",180000000.0,1.0,USA
Veritone,180000000.0,5.0,USA
GTL Infrastructure,180000000.0,0.0,India
MPS Limited,180000000.0,11.0,India
Rottneros,180000000.0,1.0,Sweden
Tethys Oil,180000000.0,6.0,Sweden
ReconAfrica,180000000.0,1.0,Canada
Cigniti Technologies,180000000.0,7.0,India
Shankara Building,180000000.0,8.0,India
INNOVATE Corp.,180000000.0,2.0,USA
Indorama Synthetics,180000000.0,1.0,India
Hut 8 Mining,180000000.0,1.0,Canada
Hester Biosciences,180000000.0,22.0,India
Huhtamaki India,180000000.0,2.0,India
Porch Group,180000000.0,2.0,USA
Peoples Bancorp of North Carolina,180000000.0,32.0,USA
Alico,180000000.0,24.0,USA
Beyond Air,180000000.0,6.0,USA
Invivyd,180000000.0,2.0,USA
CSI Compressco,180000000.0,1.0,USA
AC Immune,180000000.0,2.0,Switzerland
KLX Energy Services,180000000.0,15.0,USA
Yiren Digital,170000000.0,2.0,China
Affimed,170000000.0,1.0,Germany
Great Ajax,170000000.0,8.0,USA
Drecom,170000000.0,6.0,Japan
Wendt India,170000000.0,89.0,India
Excel Industries,170000000.0,14.0,India
Ashiana Housing,170000000.0,2.0,India
Indian Metals & Ferro Alloys,170000000.0,3.0,India
Olympique Lyonnais Groupe,170000000.0,3.0,France
Summit Midstream,170000000.0,17.0,USA
UNITED,170000000.0,9.0,Japan
Immutep,170000000.0,2.0,Australia
InterCure,170000000.0,4.0,Israel
Ceragon Networks,170000000.0,2.0,Israel
Hurco Companies,170000000.0,27.0,USA
FingerMotion,170000000.0,4.0,USA
Ouster,170000000.0,1.0,USA
Danimer Scientific,170000000.0,2.0,USA
KCP Limited,170000000.0,1.0,India
Applied Blockchain,170000000.0,2.0,USA
Repco Home Finance,170000000.0,3.0,India
Battalion Oil,170000000.0,11.0,USA
INEOS Styrolution,170000000.0,10.0,India
Berkeley Lights,170000000.0,3.0,USA
CalAmp,170000000.0,5.0,USA
a.k.a. Brands,170000000.0,1.0,USA
Alaunos Therapeutics,170000000.0,1.0,USA
Silvercrest Asset Management Group,170000000.0,18.0,USA
Incannex Healthcare,170000000.0,3.0,Australia
China Automotive Systems,170000000.0,6.0,China
William Penn Bancorp,170000000.0,12.0,USA
Acacia Research,170000000.0,4.0,USA
Cadiz,170000000.0,3.0,USA
Avita Medical,170000000.0,7.0,USA
Bannerman Energy,170000000.0,1.0,Australia
NGL Energy Partners,170000000.0,1.0,USA
Oriental Aromatics,170000000.0,5.0,India
Softstar Entertainment,170000000.0,2.0,Taiwan
PlaySide Studios,170000000.0,0.0,Australia
Third Harmonic Bio,170000000.0,4.0,USA
Real Good Food plc,160000000.0,7.0,UK
Nature's Sunshine Products,160000000.0,9.0,USA
Wheels India,160000000.0,7.0,India
Platinum Group Metals,160000000.0,2.0,Canada
Liberty TripAdvisor Holdings,160000000.0,1.0,USA
Lifetime Brands,160000000.0,8.0,USA
Intevac,160000000.0,7.0,USA
Andrew Peller,160000000.0,4.0,Canada
Sandhar,160000000.0,3.0,India
BAIOO Family Interactive,160000000.0,0.0,China
Genius Brands,160000000.0,1.0,USA
Biodesix,160000000.0,2.0,USA
AFC Energy,160000000.0,0.0,UK
G5 Entertainment,160000000.0,20.0,Sweden
CytomX Therapeutics,160000000.0,3.0,USA
AlphaPolis,160000000.0,17.0,Japan
Nam Tai Property,160000000.0,4.0,China
RPG Life Sciences,160000000.0,10.0,India
Nusantara Pelabuhan Handal,160000000.0,0.0,Indonesia
ShiftPixy,160000000.0,17.0,USA
Spok Holdings,160000000.0,8.0,USA
XL Fleet,160000000.0,1.0,USA
KalVista Pharmaceuticals,160000000.0,7.0,USA
Akoustis Technologies,160000000.0,3.0,USA
Oxford Square Capital,160000000.0,3.0,USA
The Beachbody Company,160000000.0,1.0,USA
Pear Therapeutics,160000000.0,1.0,USA
Riverview Bancorp,160000000.0,8.0,USA
BG Staffing,160000000.0,15.0,USA
Identiv,160000000.0,7.0,USA
Whole Earth Brands,160000000.0,4.0,USA
Lantronix,160000000.0,4.0,USA
Merrimack Pharmaceuticals,160000000.0,12.0,USA
Sasken Technologies,160000000.0,11.0,India
Angel Oak REIT,150000000.0,6.0,USA
StarTek,150000000.0,4.0,USA
SmileDirectClub,150000000.0,0.0,USA
GreenLight Biosciences,150000000.0,1.0,USA
Bassett Furniture,150000000.0,17.0,USA
Mister Spex,150000000.0,5.0,Germany
Unifi,150000000.0,9.0,USA
LL Flooring,150000000.0,5.0,USA
KemPharm,150000000.0,5.0,USA
Kossan Rubber Industries,150000000.0,0.0,Malaysia
Sequans Communications,150000000.0,3.0,France
Gencor Industries,150000000.0,11.0,USA
Stratus Properties,150000000.0,19.0,USA
Potbelly Corporation,150000000.0,5.0,USA
First Northwest Bancorp,150000000.0,16.0,USA
AgroFresh,150000000.0,3.0,USA
RADCOM,150000000.0,11.0,Israel
Yatra,150000000.0,2.0,India
Ashford Hospitality Trust,150000000.0,4.0,USA
Omaxe,150000000.0,1.0,India
Alithya Group,150000000.0,2.0,Canada
Cardlytics,150000000.0,5.0,USA
Igarashi Motors India,150000000.0,5.0,India
Vera Bradley,150000000.0,5.0,USA
Aveanna Healthcare,150000000.0,1.0,USA
Richmond Mutual Bancorporation,150000000.0,13.0,USA
Escalade Sports,150000000.0,11.0,USA
Rane Holdings,150000000.0,11.0,India
eHealth,150000000.0,6.0,USA
Bed Bath & Beyond,150000000.0,1.0,USA
The Arena Group,150000000.0,8.0,USA
Hawthorn Bancshares,150000000.0,23.0,USA
Yunji,150000000.0,1.0,China
Kitex Garments,150000000.0,2.0,India
ADS-TEC Energy,150000000.0,3.0,Ireland
HIVE Blockchain Technologies,150000000.0,2.0,Canada
Vera Therapeutics,150000000.0,5.0,USA
Pkp Cargo,150000000.0,3.0,Poland
Precision BioSciences,150000000.0,1.0,USA
CleanSpark,150000000.0,2.0,USA
ProPhase Labs,150000000.0,9.0,USA
Westport Fuel Systems,150000000.0,1.0,Canada
Sunlight Financial,150000000.0,1.0,USA
X-Legend Entertainment,150000000.0,1.0,Taiwan
MISTRAS Group,140000000.0,5.0,USA
ECB Bancorp,140000000.0,16.0,USA
İşbir Holding,140000000.0,5.0,Turkey
Zentek,140000000.0,1.0,Canada
Kuantum Papers,140000000.0,2.0,India
BBX Capital Corporation,140000000.0,9.0,USA
Atomera,140000000.0,6.0,USA
GlycoMimetics,140000000.0,3.0,USA
Skipper Limited,140000000.0,1.0,India
Cazoo,140000000.0,0.0,UK
Iteris,140000000.0,3.0,USA
JOANN,140000000.0,4.0,USA
Foseco India,140000000.0,23.0,India
Gracell Biotechnologies,140000000.0,2.0,China
Republic First Bancorp,140000000.0,2.0,USA
Kopin Corporation,140000000.0,2.0,USA
Hanover Bancorp,140000000.0,20.0,USA
Parag Milk Foods,140000000.0,1.0,India
Vroom,140000000.0,1.0,USA
Singular Genomics Systems,140000000.0,2.0,USA
Benessere Capital Acquisition,140000000.0,10.0,USA
Serverworks,140000000.0,18.0,Japan
Xeris Pharmaceuticals,140000000.0,1.0,USA
kneat.com,140000000.0,2.0,Ireland
X4 Pharmaceuticals,140000000.0,1.0,USA
Sachem Capital,140000000.0,3.0,USA
Paysign,140000000.0,3.0,USA
E INC (E Automotive),140000000.0,3.0,Canada
Oconee Federal Financial,140000000.0,25.0,USA
Chinese Gamer International,130000000.0,2.0,Taiwan
Nyxoah,130000000.0,5.0,Belgium
MICT,130000000.0,1.0,USA
Pardes Biosciences,130000000.0,2.0,USA
ThredUp,130000000.0,1.0,USA
Celularity,130000000.0,1.0,USA
Spire Global,130000000.0,1.0,USA
Geojit Financial Services,130000000.0,1.0,India
